2009-2010 Award Year FFEL Volume by School,,,,,,,,,,,,,,,,,,,,,,,,
Award Year Quarterly Activity  (04/01/2010-06/30/2010),,,,,,,,,,,,,,,,,,,,,,,,
Data Run: 4/5/2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, FFEL SUBSIDIZED ,,,,, FFEL UNSUBSIDIZED ,,,,, FFEL PARENT PLUS ,,,,,FFEL GRAD PLUS,,,,
00107700,MESA COMMUNITY COLLEGE,AZ,852024866,PUBLIC, 339 , 346 ," $841,297.00 ",532," $879,469.00 ", 326 , 353 ," $906,968.00 ",549," $926,621.00 ", 1 , 1 ," $4,138.00 ",2," $4,138.00 ", -   , -   , $-   ,0, $-   
00107800,PHOENIX COLLEGE,AZ,850134234,PUBLIC, 168 , 170 ," $443,061.00 ",216," $442,948.00 ", 181 , 186 ," $474,319.00 ",264," $482,679.00 ", 1 , 1 ," $5,000.00 ",1," $5,000.00 ", -   , -   , $-   ,0, $-   
00107900,YAVAPAI COLLEGE,AZ,863013297,PUBLIC, 78 , 80 ," $70,067.00 ",147," $71,326.00 ", 56 , 57 ," $65,521.00 ",100," $64,041.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00108300,UNIVERSITY OF ARIZONA (THE),AZ,857210066,PUBLIC," 1,010 "," 1,049 "," $3,352,557.00 ","1,111"," $3,336,486.00 "," 1,031 "," 1,077 "," $3,639,553.00 ","1,175"," $3,603,692.00 ", 107 , 112 ," $633,203.00 ",119," $633,194.00 ", 143 , 157 ," $1,239,722.00 ",193," $1,257,286.00 "
00446700,TUCSON COLLEGE,AZ,857113781,PROPRIETARY, -   , -   , $-   ,0, $-   , -   , -   , $-   ,1, $222.00 , -   , -   , $-   ,1," $5,677.00 ", -   , -   , $-   ,0, $-   
00711300,ARIZONA CHRISTIAN UNIVERSITY,AZ,850327097,PRIVATE, 13 , 13 ," $30,297.00 ",20," $32,806.00 ", 13 , 13 ," $54,644.00 ",22," $52,744.00 ", 3 , 4 ," $16,205.00 ",5," $16,205.00 ", -   , -   , $-   ,0, $-   
00726600,PIMA COUNTY COMMUNITY COLLEGE,AZ,857095000,PUBLIC, 465 , 504 ," $899,515.00 ",682," $952,760.00 ", 469 , 500 ," $999,006.00 ",658," $1,070,034.00 ", 2 , 3 ," $4,798.00 ",3," $4,798.00 ", -   , -   , $-   ,0, $-   
00728300,CENTRAL ARIZONA COLLEGE,AZ,852289779,PUBLIC, 147 , 150 ," $253,491.00 ",263," $262,975.00 ", 151 , 155 ," $230,558.00 ",276," $243,889.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00822100,UNIVERSAL TECHNICAL INSTITUTE,AZ,853237946,PROPRIETARY," 2,327 "," 2,381 "," $8,546,259.00 ","6,480"," $12,530,149.00 "," 2,424 "," 2,730 "," $9,387,080.00 ","7,280"," $14,001,237.00 ", 764 , 821 ," $5,640,237.00 ","1,954"," $7,551,304.00 ", -   , -   , $-   ,0, $-   
00830300,GATEWAY COMMUNITY COLLEGE,AZ,850341795,PUBLIC, 186 , 190 ," $341,240.00 ",333," $421,599.00 ", 135 , 135 ," $350,100.00 ",254," $466,288.00 ", -   , -   , $-   ,1," $5,000.00 ", -   , -   , $-   ,0, $-   
00830400,SCOTTSDALE COMMUNITY COLLEGE,AZ,852562626,PUBLIC, 132 , 133 ," $275,455.00 ",192," $273,897.00 ", 157 , 176 ," $445,695.00 ",244," $444,754.00 ", 2 , 3 ," $11,800.00 ",4," $11,800.00 ", -   , -   , $-   ,0, $-   
00945100,BROWN MACKIE COLLEGE,AZ,857125300,PROPRIETARY, 20 , 20 ," $30,749.00 ",85," $102,663.00 ", 13 , 13 ," $24,558.00 ",79," $112,991.00 ", 1 , 1 ," $4,885.00 ",3," $7,818.00 ", -   , -   , $-   ,0, $-   
01085800,AVALON SCHOOL OF COSMETOLOGY,AZ,852104010,PROPRIETARY, 101 , 102 ," $321,011.00 ",309," $514,984.00 ", 85 , 86 ," $258,410.00 ",234," $409,275.00 ", 3 , 3 ," $19,345.00 ",14," $52,018.00 ", -   , -   , $-   ,0, $-   
01168900,REFRIGERATION SCHOOL (THE),AZ,850341894,PROPRIETARY, 75 , 76 ," $156,175.00 ",188," $267,596.00 ", 76 , 80 ," $186,035.00 ",191," $340,689.00 ", 8 , 8 ," $25,608.00 ",20," $41,156.00 ", -   , -   , $-   ,0, $-   
01218400,INTERNATIONAL ACADEMY OF HAIR DESIGN,AZ,852024887,PROPRIETARY, 17 , 20 ," $47,173.00 ",48," $63,846.00 ", 11 , 14 ," $28,329.00 ",40," $55,662.00 ", 1 , 1 ," $3,757.00 ",3," $7,757.00 ", -   , -   , $-   ,0, $-   
02065200,ITT TECHNICAL INSTITUTE,AZ,852829272,PROPRIETARY, 417 , 428 ," $1,310,141.00 ","2,318"," $3,086,450.00 ", 371 , 374 ," $1,915,210.00 ","2,230"," $4,342,433.00 ", 17 , 17 ," $152,785.00 ",133," $470,845.00 ", -   , -   , $-   ,0, $-   
02071200,KAPLAN COLLEGE,AZ,850294349,PROPRIETARY, 2 , 2 , $854.00 ,7," $7,604.00 ", 2 , 2 ," $3,049.00 ",6," $7,391.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02098800,UNIVERSITY OF PHOENIX,AZ,852822371,PROPRIETARY," 42,121 "," 42,471 "," $166,178,989.00 ","186,990"," $419,703,822.00 "," 41,940 "," 42,883 "," $223,482,401.00 ","191,167"," $572,200,571.00 ", 267 , 273 ," $1,657,815.00 ",941," $3,052,937.00 ", 95 , 102 ," $925,330.00 ",365," $1,912,825.00 "
02100500,UNIVERSAL TECHNICAL INSTITUTE,AZ,850279969,PROPRIETARY," 1,926 "," 1,966 "," $6,869,775.00 ","5,925"," $11,177,644.00 "," 2,090 "," 2,351 "," $8,459,801.00 ","6,798"," $13,502,373.00 ", 533 , 604 ," $3,675,547.00 ","1,437"," $5,061,319.00 ", -   , -   , $-   ,0, $-   
02100600,CARRINGTON COLLEGE,AZ,850154096,PROPRIETARY, 683 , 686 ," $2,342,264.00 ","2,665"," $4,877,451.00 ", 711 , 720 ," $3,718,534.00 ","2,744"," $7,513,784.00 ", 49 , 50 ," $516,980.00 ",151," $680,172.00 ", -   , -   , $-   ,0, $-   
02113800,ROBERTO-VENN SCHOOL OF LUTHIERY,AZ,850072514,PROPRIETARY, 2 , 2 ," $5,390.00 ",15," $22,901.00 ", 2 , 2 ," $6,545.00 ",15," $35,607.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02146600,SOUTH MOUNTAIN COMMUNITY COLLEGE,AZ,850405898,PUBLIC, 43 , 44 ," $103,063.00 ",53," $101,979.00 ", 52 , 57 ," $122,393.00 ",88," $122,038.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02171500,WESTERN INTERNATIONAL UNIVERSITY,AZ,850212718,PROPRIETARY, 87 , 88 ," $325,965.00 ",583," $1,312,078.00 ", 87 , 88 ," $482,202.00 ",604," $2,052,145.00 ", 1 , 2 ," $12,500.00 ",5," $16,000.00 ", -   , -   , $-   ,3," $12,305.00 "
02174900,COLLINS COLLEGE,AZ,850404000,PROPRIETARY, 11 , 13 ," $29,204.00 ",58," $93,124.00 ", 11 , 13 ," $32,676.00 ",62," $110,638.00 ", -   , -   , $-   ,2," $6,504.00 ", -   , -   , $-   ,0, $-   
02177500,RIO SALADO COMMUNITY COLLEGE,AZ,852816948,PUBLIC," 1,751 "," 1,806 "," $3,176,911.00 ","3,758"," $4,243,393.00 "," 1,721 "," 1,766 "," $5,134,846.00 ","3,703"," $7,094,362.00 ", 1 , 1 ," $3,218.00 ",1," $3,218.00 ", -   , -   , $-   ,0, $-   
02192300,MARICOPA BEAUTY COLLEGE,AZ,853232226,PROPRIETARY, 18 , 18 ," $46,911.00 ",49," $69,738.00 ", 22 , 22 ," $58,869.00 ",55," $101,338.00 ", -   , -   , $-   ,1," $3,800.00 ", -   , -   , $-   ,0, $-   
02199900,AMERICAN INDIAN COLLEGE OF THE ASSEMBLIES OF GOD,AZ,850212199,PRIVATE, 1 , 1 ," $3,305.00 ",1," $3,305.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02217100,PIMA MEDICAL INSTITUTE,AZ,857162800,PROPRIETARY, 320 , 324 ," $1,203,483.00 ","1,272"," $2,523,001.00 ", 376 , 438 ," $1,646,942.00 ","1,618"," $3,396,981.00 ", 23 , 23 ," $110,039.00 ",86," $226,018.00 ", -   , -   , $-   ,0, $-   
02218800,BROOKLINE COLLEGE,AZ,850215815,PROPRIETARY, 51 , 51 ," $198,317.00 ",298," $570,710.00 ", 55 , 55 ," $257,195.00 ",312," $846,270.00 ", 1 , 1 ," $2,776.00 ",3," $4,084.00 ", -   , -   , $-   ,0, $-   
02263100,ANTHEM COLLEGE,AZ,850144973,PROPRIETARY, 116 , 119 ," $353,657.00 ",675," $1,218,617.00 ", 141 , 182 ," $400,647.00 ",915," $1,273,128.00 ", 5 , 5 ," $16,772.00 ",32," $91,110.00 ", -   , -   , $-   ,0, $-   
02295000,EVEREST COLLEGE PHOENIX,AZ,850211610,PROPRIETARY," 1,239 "," 1,261 "," $3,842,511.00 ","6,727"," $8,485,907.00 "," 1,206 "," 1,923 "," $5,845,992.00 ","11,431"," $13,036,182.00 ", 14 , 14 ," $73,092.00 ",65," $144,939.00 ", -   , -   , $-   ,0, $-   
02317800,AMERICAN INSTITUTE OF TECHNOLOGY,AZ,850434729,PROPRIETARY, 226 , 226 ," $578,261.00 ",631," $874,615.00 ", 280 , 289 ," $693,966.00 ",702," $960,095.00 ", -   , -   , $-   ,2," $4,172.00 ", -   , -   , $-   ,0, $-   
02361100,ITT TECHNICAL INSTITUTE,AZ,857045829,PROPRIETARY, 488 , 502 ," $1,578,646.00 ","2,248"," $2,944,189.00 ", 472 , 479 ," $2,408,623.00 ","2,198"," $4,299,911.00 ", 24 , 24 ," $197,340.00 ",143," $512,160.00 ", -   , -   , $-   ,0, $-   
02533200,FRANK LLOYD WRIGHT SCHOOL OF ARCHITECTURE,AZ,852614430,PRIVATE, 3 , 3 ," $25,500.00 ",23," $59,625.00 ", 3 , 3 ," $36,000.00 ",23," $84,125.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $56,500.00 ",12," $79,425.00 "
02559000,UNIVERSITY OF ADVANCING COMPUTER TECHNOLOGY,AZ,852831056,PROPRIETARY, 37 , 37 ," $144,795.00 ",210," $462,362.00 ", 42 , 43 ," $185,170.00 ",237," $522,581.00 ", 21 , 21 ," $261,836.00 ",48," $395,846.00 ", -   , -   , $-   ,0, $-   
02561900,BRILLARE HAIRDRESSING ACADEMY,AZ,852543301,PROPRIETARY, 44 , 44 ," $144,425.00 ",118," $195,343.00 ", 47 , 49 ," $172,625.00 ",127," $237,814.00 ", 9 , 9 ," $29,170.00 ",23," $35,935.00 ", -   , -   , $-   ,0, $-   
02582700,CORTIVA INSTITUTE - TUCSON,AZ,857103503,PROPRIETARY, 50 , 50 ," $124,608.00 ",211," $223,310.00 ", 53 , 53 ," $190,204.00 ",234," $339,272.00 ", 3 , 3 ," $20,463.00 ",11," $27,729.00 ", -   , -   , $-   ,0, $-   
02616700,LE CORDON BLEU COLLEGE OF CULINARY ARTS,AZ,852512729,PROPRIETARY, 219 , 219 ," $903,326.00 ",708," $1,597,762.00 ", 221 , 222 ," $1,078,453.00 ",710," $2,009,770.00 ", 1 , 1 ," $8,000.00 ",4," $21,314.00 ", -   , -   , $-   ,0, $-   
02623800,CORTIVA INSTITUTE - SCOTTSDALE,AZ,852574218,PROPRIETARY, 43 , 43 ," $116,711.00 ",169," $180,471.00 ", 49 , 50 ," $185,202.00 ",198," $269,982.00 ", -   , -   , $-   ,11," $18,961.00 ", -   , -   , $-   ,0, $-   
03005000,SAFFORD COLLEGE OF BEAUTY CULTURE,AZ,855463309,PROPRIETARY, 26 , 26 ," $82,600.00 ",114," $98,231.00 ", 12 , 12 ," $41,600.00 ",75," $63,466.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03034400,CONSERVATORY OF RECORDING ARTS & SCIENCES,AZ,852821707,PROPRIETARY, 70 , 70 ," $78,532.00 ",122," $168,667.00 ", 78 , 78 ," $105,180.00 ",138," $239,517.00 ", 24 , 25 ," $84,697.00 ",55," $311,163.00 ", -   , -   , $-   ,0, $-   
03076400,BRYMAN SCHOOL OF ARIZONA (THE),AZ,850294919,PROPRIETARY, 93 , 93 ," $275,798.00 ",537," $931,871.00 ", 156 , 194 ," $387,252.00 ",821," $1,243,020.00 ", 5 , 5 ," $55,431.00 ",23," $89,024.00 ", -   , -   , $-   ,0, $-   
03097800,CARSTEN AVEDA INSTITUTE,AZ,852825404,PROPRIETARY, 51 , 51 ," $158,391.00 ",122," $198,602.00 ", 48 , 50 ," $203,599.00 ",126," $262,953.00 ", 6 , 6 ," $32,683.00 ",15," $39,001.00 ", -   , -   , $-   ,0, $-   
03100400,COCONINO COUNTY COMMUNITY COLLEGE,AZ,860012701,PUBLIC, 4 , 4 ," $8,750.00 ",6," $9,750.00 ", 4 , 4 ," $9,695.00 ",5," $9,695.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03107000,SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES,AZ,852821751,PRIVATE, 275 , 275 ," $776,094.00 ",275," $775,893.00 ", 282 , 283 ," $2,643,221.00 ",283," $2,626,890.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $23,932.00 ",2," $23,932.00 "
03115000,ARIZONA COLLEGE OF ALLIED HEALTH,AZ,853023843,PROPRIETARY, 1 , 1 ," $1,875.00 ",4," $3,138.00 ", 1 , 1 ," $2,450.00 ",4," $4,617.00 ", 1 , 1 ," $7,140.00 ",5," $12,658.00 ", -   , -   , $-   ,0, $-   
03120300,COLLEGEAMERICA - FLAGSTAFF,AZ,860043936,PROPRIETARY, 114 , 132 ," $429,988.00 ",340," $567,261.00 ", 99 , 101 ," $407,919.00 ",265," $558,136.00 ", 2 , 2 ," $9,923.00 ",5," $12,294.00 ", -   , -   , $-   ,0, $-   
03156300,ESTRELLA MOUNTAIN COMMUNITY COLLEGE,AZ,853921010,PUBLIC, 119 , 122 ," $292,171.00 ",276," $408,406.00 ", 158 , 172 ," $531,932.00 ",333," $636,456.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03478400,PHOENIX SEMINARY,AZ,850187611,PRIVATE, -   , -   , $-   ,1," $2,833.00 ", -   , -   , $-   ,1," $2,436.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03593300,SOUTHWEST INSTITUTE OF HEALING ARTS,AZ,852813658,PROPRIETARY, 123 , 124 ," $358,820.00 ",346," $556,549.00 ", 128 , 129 ," $485,010.00 ",346," $752,733.00 ", 2 , 3 ," $13,120.00 ",8," $25,770.00 ", -   , -   , $-   ,0, $-   
03617500,PHOENIX INSTITUTE OF HERBAL MEDICINE & ACUPUNCTURE,AZ,850121275,PROPRIETARY, 9 , 9 ," $48,625.00 ",9," $48,625.00 ", 8 , 8 ," $34,300.00 ",8," $34,300.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $20,000.00 ",2," $20,000.00 "
03695500,ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE,AZ,857121100,PROPRIETARY, 18 , 18 ," $141,061.00 ",41," $175,060.00 ", 17 , 17 ," $189,439.00 ",38," $231,438.00 ", -   , -   , $-   ,0, $-   , 14 , 14 ," $99,197.00 ",27," $107,600.00 "
03814300,TURNING POINT BEAUTY COLLEGE,AZ,852224229,PROPRIETARY, 17 , 17 ," $59,500.00 ",36," $71,750.00 ", 17 , 17 ," $95,474.00 ",35," $116,404.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
04051300,ART INSTITUTE OF PHOENIX (THE),AZ,850212859,PROPRIETARY, 33 , 33 ," $55,640.00 ",85," $92,632.00 ", 24 , 24 ," $72,013.00 ",65," $117,013.00 ", 4 , 4 ," $37,033.00 ",13," $78,419.00 ", -   , -   , $-   ,0, $-   
04120900,ARIZONA CULINARY INSTITUTE,AZ,852594939,PROPRIETARY, 19 , 19 ," $64,750.00 ",64," $113,750.00 ", 19 , 19 ," $105,000.00 ",67," $182,750.00 ", 3 , 3 ," $64,256.00 ",11," $121,526.00 ", -   , -   , $-   ,0, $-   
04131400,PHOENIX SCHOOL OF LAW,AZ,850044418,PROPRIETARY, 182 , 184 ," $807,326.00 ",364," $811,576.00 ", 185 , 188 ," $1,175,796.00 ",371," $1,181,796.00 ", -   , -   , $-   ,0, $-   , 129 , 133 ," $829,490.00 ",248," $832,656.00 "
00111100,ALLAN HANCOCK COLLEGE,CA,934546399,PUBLIC, 24 , 24 ," $79,044.00 ",50," $84,782.00 ", 20 , 20 ," $53,188.00 ",39," $59,739.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00111300,ANTELOPE VALLEY COLLEGE,CA,935365426,PUBLIC, 229 , 229 ," $764,474.00 ",558," $1,194,871.00 ", 197 , 198 ," $595,442.00 ",470," $843,833.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,PRIVATE, 191 , 192 ," $479,850.00 ",338," $801,060.00 ", 181 , 182 ," $464,764.00 ",322," $822,836.00 ", 11 , 11 ," $164,442.00 ",72," $943,564.00 ", 3 , 3 ," $64,000.00 ",16," $207,865.00 "
00111800,BAKERSFIELD COLLEGE,CA,933051299,PUBLIC, 153 , 153 ," $361,209.00 ",230," $370,849.00 ", 133 , 133 ," $390,416.00 ",202," $398,515.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00112000,AMERICAN BAPTIST SEMINARY OF THE WEST,CA,947043029,PRIVATE, 2 , 2 ," $8,362.00 ",5," $17,168.00 ", 2 , 2 ," $8,620.00 ",3," $14,240.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00112100,BETHANY UNIVERSITY OF THE ASSEMBLIES OF GOD,CA,950662896,PRIVATE, 10 , 10 ," $39,684.00 ",17," $55,957.00 ", 6 , 6 ," $28,516.00 ",12," $39,878.00 ", 2 , 2 ," $17,000.00 ",3," $17,000.00 ", -   , -   , $-   ,0, $-   
00112200,BIOLA UNIVERSITY,CA,906390001,PRIVATE, 85 , 86 ," $250,865.00 ",205," $486,661.00 ", 122 , 126 ," $441,982.00 ",242," $742,832.00 ", 6 , 6 ," $46,266.00 ",8," $50,588.00 ", -   , -   , $-   ,0, $-   
00112300,BROOKS INSTITUTE,CA,931031809,PROPRIETARY, 117 , 119 ," $473,559.00 ",917," $1,124,378.00 ", 133 , 136 ," $602,522.00 ","1,039"," $1,345,443.00 ", 9 , 9 ," $165,899.00 ",64," $419,844.00 ", -   , -   , $-   ,8," $24,565.00 "
00112400,CABRILLO COLLEGE,CA,950033194,PUBLIC, 118 , 118 ," $368,050.00 ",168," $434,353.00 ", 65 , 66 ," $186,731.00 ",98," $220,793.00 ", -   , -   , $-   ,1," $1,404.00 ", -   , -   , $-   ,0, $-   
00112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,PRIVATE, 933 , 965 ," $3,152,076.00 ",979," $3,179,728.00 ", 916 , 956 ," $4,312,824.00 ",973," $4,343,798.00 ", 5 , 6 ," $37,085.00 ",9," $49,751.00 ", 9 , 10 ," $65,204.00 ",19," $102,937.00 "
00112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,PRIVATE, 10 , 11 ," $40,250.00 ",12," $42,000.00 ", 10 , 10 ," $28,500.00 ",11," $29,516.00 ", 1 , 1 ," $4,859.00 ",1," $4,859.00 ", 15 , 17 ," $57,765.00 ",17," $57,765.00 "
00113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,PRIVATE, 1 , 1 ," $3,500.00 ",1," $3,500.00 ", 2 , 2 ," $15,000.00 ",2," $15,000.00 ", -   , -   , $-   ,0, $-   , 33 , 35 ," $106,996.00 ",35," $106,996.00 "
00113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,PRIVATE, 125 , 126 ," $564,465.00 ",571," $1,591,900.00 ", 118 , 122 ," $521,352.00 ",541," $1,857,955.00 ", 16 , 16 ," $119,629.00 ",19," $126,379.00 ", 24 , 25 ," $131,801.00 ",48," $215,179.00 "
00113400,CALIFORNIA MARITIME ACADEMY,CA,945908181,PUBLIC, 2 , 2 ," $9,000.00 ",2," $9,000.00 ", 5 , 5 ," $19,400.00 ",5," $19,400.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,PUBLIC, 651 , 668 ," $2,118,795.00 ",750," $2,125,652.00 ", 578 , 613 ," $2,112,265.00 ",682," $2,110,604.00 ", 7 , 7 ," $48,854.00 ",10," $45,854.00 ", 33 , 41 ," $213,595.00 ",46," $212,696.00 "
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,PUBLIC, 285 , 292 ," $1,007,504.00 ",340," $1,009,340.00 ", 211 , 217 ," $794,662.00 ",259," $799,462.00 ", 6 , 6 ," $20,662.00 ",11," $28,377.00 ", 2 , 2 ," $5,016.00 ",4," $5,016.00 "
00114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 2 , 2 ," $14,369.00 ",5," $17,369.00 ", 2 , 2 ," $11,456.00 ",2," $11,456.00 "
00114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,PUBLIC, 365 , 380 ," $1,183,843.00 ",733," $1,571,889.00 ", 348 , 353 ," $1,221,576.00 ",627," $1,579,405.00 ", 15 , 15 ," $91,620.00 ",27," $104,416.00 ", 3 , 4 ," $19,005.00 ",5," $20,749.00 "
00114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,PUBLIC, 244 , 249 ," $749,822.00 ",262," $751,557.00 ", 226 , 230 ," $692,379.00 ",244," $704,784.00 ", 4 , 4 ," $25,471.00 ",6," $25,472.00 ", 1 , 1 ," $2,000.00 ",1," $2,000.00 "
00115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 30 , 30 ," $183,588.00 ",36," $199,253.00 ", 25 , 26 ," $121,557.00 ",30," $124,852.00 "
00115500,SAN JOSE STATE UNIVERSITY,CA,951920036,PUBLIC, 397 , 409 ," $1,104,902.00 ",441," $1,113,802.00 ", 387 , 400 ," $1,238,490.00 ",425," $1,256,916.00 ", 15 , 15 ," $79,158.00 ",18," $79,158.00 ", 29 , 33 ," $196,238.00 ",34," $197,043.00 "
00115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,PUBLIC, 124 , 126 ," $340,819.00 ",138," $350,769.00 ", 157 , 162 ," $382,114.00 ",178," $387,450.00 ", 4 , 4 ," $24,528.00 ",4," $24,528.00 ", 2 , 2 ," $5,850.00 ",2," $5,850.00 "
00116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,PUBLIC, 48 , 48 ," $173,164.00 ",52," $177,864.00 ", 9 , 9 ," $37,386.00 ",9," $37,386.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00116200,CHABOT COLLEGE,CA,945452400,PUBLIC, 40 , 40 ," $135,116.00 ",42," $139,149.00 ", 28 , 28 ," $87,326.00 ",28," $86,094.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00116400,CHAPMAN UNIVERSITY,CA,928661099,PRIVATE," 1,159 "," 1,170 "," $5,143,771.00 ","3,974"," $10,167,906.00 "," 1,060 "," 1,090 "," $5,059,644.00 ","3,873"," $11,732,726.00 ", 55 , 58 ," $388,986.00 ",98," $422,911.00 ", 184 , 200 ," $1,539,773.00 ",451," $2,142,061.00 "
00116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,PRIVATE, 113 , 113 ," $819,060.00 ",137," $916,810.00 ", 116 , 119 ," $1,115,050.00 ",143," $1,238,174.00 ", -   , -   , $-   ,0, $-   , 148 , 173 ," $1,899,877.00 ",178," $1,913,970.00 "
00117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,PRIVATE, 2 , 2 ," $8,000.00 ",2," $8,000.00 ", 4 , 4 ," $22,500.00 ",4," $22,500.00 ", 4 , 4 ," $76,200.00 ",4," $76,200.00 ", -   , -   , $-   ,0, $-   
00117100,HARVEY MUDD COLLEGE,CA,917115990,PRIVATE, 2 , 2 ," $5,464.00 ",3," $5,464.00 ", 1 , 1 ," $5,500.00 ",4," $11,000.00 ", 1 , 1 ," $7,130.00 ",2," $15,130.00 ", -   , -   , $-   ,0, $-   
00117200,PITZER COLLEGE,CA,917116101,PRIVATE, 10 , 10 ," $31,100.00 ",19," $37,250.00 ", 15 , 16 ," $54,057.00 ",25," $57,557.00 ", 9 , 9 ," $84,948.00 ",15," $98,426.00 ", -   , -   , $-   ,0, $-   
00117300,POMONA COLLEGE,CA,917116301,PRIVATE, -   , -   , $-   ,1," $2,250.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00117400,SCRIPPS COLLEGE,CA,917113948,PRIVATE, -   , -   , $-   ,0, $-   , 5 , 5 ," $10,755.00 ",9," $10,755.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00117600,WEST HILLS COMMUNITY COLLEGE,CA,932101399,PUBLIC, 13 , 13 ," $29,933.00 ",15," $30,750.00 ", 12 , 12 ," $21,550.00 ",12," $21,550.00 ", -   , -   , $-   ,1," $3,000.00 ", -   , -   , $-   ,0, $-   
00117700,COGSWELL POLYTECHNICAL COLLEGE,CA,940891210,PROPRIETARY, 18 , 18 ," $53,292.00 ",38," $56,042.00 ", 14 , 14 ," $53,608.00 ",30," $55,358.00 ", 1 , 1 ," $6,800.00 ",1," $6,800.00 ", -   , -   , $-   ,0, $-   
00117800,COLLEGE OF MARIN,CA,949042590,PUBLIC, 48 , 51 ," $128,230.00 ",54," $128,000.00 ", 45 , 46 ," $147,850.00 ",48," $148,975.00 ", 2 , 2 ," $14,000.00 ",4," $14,000.00 ", -   , -   , $-   ,0, $-   
00117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,PRIVATE, 230 , 234 ," $770,604.00 ",237," $775,104.00 ", 238 , 244 ," $1,065,510.00 ",248," $1,066,748.00 ", 3 , 3 ," $34,088.00 ",3," $34,088.00 ", 7 , 7 ," $56,908.00 ",9," $56,908.00 "
00118100,COLLEGE OF SAN MATEO,CA,944023784,PUBLIC, 14 , 15 ," $46,750.00 ",16," $48,500.00 ", 4 , 4 ," $14,500.00 ",5," $14,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00118200,COLLEGE OF THE DESERT,CA,922609305,PUBLIC, 12 , 12 ," $35,250.00 ",49," $91,660.00 ", -   , -   , $-   ,1," $2,065.00 ", -   , -   , $-   ,1," $2,500.00 ", -   , -   , $-   ,0, $-   
00118300,HOLY NAMES UNIVERSITY,CA,946191699,PRIVATE, 19 , 19 ," $75,348.00 ",21," $78,098.00 ", 34 , 34 ," $140,401.00 ",37," $142,151.00 ", 2 , 2 ," $6,400.00 ",2," $6,400.00 ", -   , -   , $-   ,0, $-   
